	022um-Control	20210602-MA-ABB1F	20210602-MA-ABB1P	20210602-MA-ABB1W	20210602-MA-ABS1F	20210602-MA-ABS1P	20210602-MA-ABS1W	20210602-MA-CEB1F	20210602-MA-CEB1P	20210602-MA-CEB1W	20210602-MA-CES1F	20210602-MA-CES1P	20210602-MA-CES1W	20210602-MA-CWB1F	20210602-MA-CWB1P	20210602-MA-CWB1W	20210602-MA-CWS1F	20210602-MA-CWS1P	20210602-MA-CWS1W	20210602-MA-MBB1F	20210602-MA-MBB1P	20210602-MA-MBB1W	20210602-MA-MBS1F	20210602-MA-MBS1P	20210602-MA-MBS1W	20210602-MA-SCB1F	20210602-MA-SCB1P	20210602-MA-SCB1W	20210602-MA-SCS1F	20210602-MA-SCS1P	20210602-MA-SCS1W	20210615-MA-ABB2F	20210615-MA-ABB2P	20210615-MA-ABB2W	20210615-MA-ABS1F	20210615-MA-ABS1P	20210615-MA-ABS1W	20210615-MA-CEB1F	20210615-MA-CEB1P	20210615-MA-CEB1W	20210615-MA-CES1F	20210615-MA-CES1P	20210615-MA-CES1W	20210615-MA-CWB1F	20210615-MA-CWB1P	20210615-MA-CWB1W	20210615-MA-CWS1F	20210615-MA-CWS1P	20210615-MA-CWS1W	20210615-MA-MBB1F	20210615-MA-MBB1P	20210615-MA-MBB1W	20210615-MA-MBS1F	20210615-MA-MBS1P	20210615-MA-MBS1W	20210615-MA-SCB2F	20210615-MA-SCB2P	20210615-MA-SCB2W	20210615-MA-SCS2F	20210615-MA-SCS2P	20210615-MA-SCS2W	20211005-MA-ABB2F	20211005-MA-ABB2P	20211005-MA-ABB2W	20211005-MA-ABS1F	20211005-MA-ABS1P	20211005-MA-ABS1W	20211005-MA-CEB1F	20211005-MA-CEB1P	20211005-MA-CEB1W	20211005-MA-CES2F	20211005-MA-CES2P	20211005-MA-CES2W	20211005-MA-CWB1F	20211005-MA-CWB1P	20211005-MA-CWB1W	20211005-MA-CWS1F	20211005-MA-CWS1P	20211005-MA-CWS1W	20211005-MA-MBB1F	20211005-MA-MBB1P	20211005-MA-MBB1W	20211005-MA-MBS1F	20211005-MA-MBS1P	20211005-MA-MBS1W	20211005-MA-SCB1F	20211005-MA-SCB1P	20211005-MA-SCB1W	20211005-MA-SCS2F	20211005-MA-SCS2P	20211005-MA-SCS2W	3um-Control	CJ-V08-P	DNA-Ext-Control	MockZymoPos	WaterControl
ASV_0041	0	0	0	0	0	0	0	0	0	0	56	16	0	0	68	57	41	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	24	0	77	39	76	80	0	68	56	83	58	62	45	66	0	0	0	0	0	0	0	0	0	0	0	0	31	0	32	28	4	26	29	25	43	57	18	46	66	49	40	79	32	44	22	0	34	22	19	27	0	0	0	0	0	0	0	0	0	0	0
ASV_0042	0	14	29	43	30	49	53	11	0	25	9	23	18	0	0	12	0	0	0	0	0	9	20	0	12	12	0	19	0	14	0	0	31	27	27	33	18	0	16	15	30	18	14	16	28	0	18	0	13	14	20	18	16	22	31	0	0	0	0	0	0	54	55	52	28	32	46	44	59	57	40	27	30	0	0	0	0	0	0	41	56	81	48	48	77	0	0	62	0	44	0	0	0	0	0	0
ASV_0043	0	11	0	0	0	0	0	0	0	0	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	84	57	37	133	15	29	39	30	48	59	29	46	109	64	93	99	118	0	0	0	0	0	0	0	0	0	0	0	0	0	94	45	0	89	24	0	23	0	37	71	41	0	0	0	0	0	0	0	59	32	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0044	0	39	16	44	36	25	42	34	33	37	24	0	13	4	8	0	0	0	0	56	8	23	36	13	34	25	6	23	41	9	12	0	4	50	33	9	48	28	16	18	12	4	14	0	0	0	0	0	0	29	18	28	19	18	32	0	9	0	0	0	0	45	7	45	38	7	42	27	16	34	21	5	12	0	0	0	0	0	0	69	22	80	36	25	39	38	16	14	30	0	20	0	0	0	0	0
ASV_0045	0	19	34	26	26	23	29	22	14	38	11	7	0	5	11	14	0	0	0	11	0	0	19	0	10	39	14	13	25	0	20	37	9	21	17	19	18	15	7	15	34	18	11	0	17	10	13	10	9	32	16	28	28	18	36	0	16	12	15	0	10	29	19	37	22	8	21	33	30	29	17	15	13	0	0	0	0	0	0	48	50	102	59	52	67	15	0	44	24	9	20	0	0	0	0	0
ASV_0046	0	17	15	24	15	12	28	27	96	42	0	0	7	0	0	0	0	0	0	32	26	27	32	9	28	34	17	61	57	24	33	39	0	43	16	16	27	23	12	14	19	0	17	0	0	0	0	0	0	25	22	19	22	13	22	0	38	66	55	0	32	0	0	26	18	0	22	16	13	30	20	0	0	0	0	0	0	0	0	14	0	0	0	0	15	64	75	0	75	16	69	0	0	0	0	0
ASV_0047	0	0	0	11	0	0	9	0	208	0	0	0	0	0	0	0	0	0	0	18	0	18	20	0	20	32	12	23	37	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	81	59	0	81	14	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	165	0	199	74	208	0	0	0	0	0
ASV_0048	0	18	0	9	0	7	11	37	0	37	28	0	30	61	57	65	72	0	74	15	0	12	11	0	6	0	0	0	5	0	0	0	0	29	37	16	29	66	47	47	44	15	51	67	97	61	89	55	92	30	13	13	16	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	16	0	23	27	32	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0049	0	18	12	16	11	30	27	13	0	24	15	68	16	13	25	37	0	10	0	12	6	9	0	9	8	0	3	0	4	12	0	0	21	15	11	38	0	20	17	20	9	47	13	9	12	15	13	10	14	9	26	17	13	39	13	0	0	0	0	0	0	13	67	15	13	61	12	5	35	0	31	72	30	22	33	29	39	31	30	15	50	32	17	25	31	0	0	124	0	0	0	0	0	0	0	0
ASV_0050	2	0	0	0	0	0	0	0	0	0	22	0	12	44	44	65	73	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	48	56	83	27	96	70	94	66	98	70	102	9	13	0	11	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	43	0	28	80	0	0	61	0	52	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_0051	0	23	16	50	31	27	46	54	0	89	40	9	13	18	24	14	0	0	0	36	14	18	37	7	44	31	0	31	32	8	19	0	0	43	42	25	24	74	28	65	44	26	33	29	37	25	36	20	35	40	23	36	33	15	58	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_0052	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	44	54	0	37	0	0	0	0	0	0	0	42	0	58	0	52	53	0	0	0	0	0	0	0	0	0	0	0	0	54	108	71	51	69	0	0	87	0	90	81	89	33	0	25	40	0	33	30	74	68	29	36	41	0	0	0	0	0	0	0	0	0	0	0
ASV_0053	0	0	0	48	0	0	34	0	49	23	0	10	0	0	25	0	0	0	0	0	13	26	0	0	0	99	14	91	130	0	87	0	0	0	0	0	9	0	0	14	0	0	13	29	37	0	0	12	0	25	0	30	28	0	18	0	13	26	15	0	0	0	0	0	46	22	51	0	0	22	41	19	36	19	30	15	19	16	18	0	0	0	0	0	0	46	14	0	32	7	45	0	0	0	0	0
ASV_0054	0	9	10	7	9	0	13	33	0	44	35	9	23	54	49	48	12	0	0	0	0	0	10	0	4	0	0	0	0	0	0	20	0	21	0	8	12	55	32	48	55	25	52	54	62	50	67	33	60	24	15	18	16	13	21	0	0	0	0	0	0	15	7	0	0	10	12	17	11	0	31	0	0	0	0	0	31	22	0	0	21	0	18	0	0	0	0	11	0	0	0	0	3	0	0	0
ASV_0055	0	11	9	25	7	13	13	18	0	16	20	42	14	11	24	24	0	2	0	5	6	0	2	29	7	0	13	7	14	27	12	0	20	18	16	38	21	19	13	17	8	21	9	35	46	29	32	26	28	12	9	13	0	19	16	0	0	0	0	0	0	0	38	17	13	26	19	5	11	21	16	16	11	0	0	0	0	0	0	38	49	41	10	27	38	0	0	71	0	0	0	0	20	0	0	0
ASV_0056	0	0	0	5	0	0	0	0	0	5	4	2	12	0	13	16	0	8	0	13	0	0	10	0	4	0	0	0	0	0	0	0	0	20	17	8	19	31	32	70	73	17	54	37	59	28	62	25	67	21	8	17	17	5	23	0	0	0	0	0	0	29	0	36	26	0	18	16	18	13	59	11	29	33	33	36	35	0	36	15	10	22	13	8	20	0	0	3	0	0	0	0	0	0	0	0
ASV_0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	39	72	50	51	55	19	32	0	105	96	131	56	51	39	50	48	54	27	49	61	49	32	42	0	0	0	0	0	0	0	0	0	0	0
ASV_0058	0	6	0	11	0	0	0	0	0	0	18	45	22	0	47	26	15	17	13	0	0	0	0	0	0	0	0	0	0	0	0	21	42	36	36	130	15	8	19	30	41	98	18	11	35	12	19	23	17	0	0	10	0	15	12	0	0	0	0	0	0	11	29	28	15	0	13	14	19	9	15	36	18	17	14	22	11	16	9	0	11	11	0	0	13	0	0	22	0	0	0	0	0	0	0	0
ASV_0059	0	33	0	0	28	22	0	41	22	38	32	0	0	0	0	0	0	0	0	43	0	35	57	31	44	51	0	60	81	0	0	0	0	39	34	16	27	0	0	17	0	0	0	0	0	0	0	0	0	30	23	47	0	23	29	0	0	0	0	0	0	38	14	0	19	0	0	43	0	41	18	2	0	0	0	0	0	0	0	0	25	0	40	15	47	0	0	0	0	0	0	0	0	0	0	0
ASV_0060	0	21	16	31	41	54	69	49	0	59	38	0	28	25	24	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	31	0	26	40	29	41	51	36	47	9	0	18	22	16	0	35	23	28	69	34	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_0061	0	9	0	0	15	0	15	36	0	50	0	0	0	0	0	0	0	0	0	0	0	22	27	0	16	66	16	84	55	0	42	0	0	31	44	10	37	69	36	67	27	21	36	16	39	17	29	20	20	38	18	25	32	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	23	0	14	0	0	0	0	0	0
ASV_0062	0	6	8	14	5	4	14	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	15	31	17	0	5	0	0	0	0	11	14	14	0	0	0	0	0	0	0	0	0	7	2	11	8	6	0	186	174	0	155	131	119	0	40	0	0	0
ASV_0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	303	0	0	58	48	0	77	0	0	50	0	0	67	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	27	0	153	25	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
ASV_0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	25	0	0	40	20	24	49	20	8	15	9	10	13	0	0	16	0	0	0	0	0	0	0	0	0	0	43	87	28	0	70	47	17	24	21	64	107	38	0	0	0	0	6	4	28	92	48	43	44	46	0	0	0	0	0	0	0	0	0	0	0
ASV_0065	0	20	9	34	26	18	38	13	0	38	0	0	9	15	0	0	0	0	0	30	8	10	38	6	18	75	30	80	131	23	57	0	0	31	10	10	9	0	11	0	0	0	10	0	0	0	0	0	0	25	16	18	24	27	27	0	0	27	35	0	40	8	0	0	4	0	0	11	6	14	12	0	0	0	0	4	0	0	0	14	0	7	0	8	0	0	0	14	0	0	0	0	0	0	0	0
ASV_0066	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	52	0	0	0	0	0	81	44	0	0	0	0	0	0	0	0	0	25	247	48	0	80	37	0	0	50	0	0	0	0	82	0	0	0
ASV_0067	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	90	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	63	86	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	63	0	105	30	106	0	16	0	0	0
ASV_0068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	64	24	74	46	0	56	0	0	47	69	68	99	38	26	40	46	0	34	43	58	101	63	44	67	0	0	0	0	0	0	0	0	0	0	0
ASV_0069	0	0	0	0	0	0	0	15	0	24	30	66	29	8	12	15	3	0	0	9	5	0	0	6	11	0	0	0	0	0	0	45	77	46	19	64	24	21	23	22	19	35	18	14	25	10	19	16	13	23	16	19	13	26	8	0	0	0	0	0	0	0	9	19	0	5	8	3	0	7	4	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	185	0	0	0	0	7	0	0	0
ASV_0070	0	0	0	0	0	0	0	0	0	0	35	0	17	79	81	117	117	103	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	45	0	23	39	48	39	70	42	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0071	0	10	11	14	11	18	22	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	15	17	5	7	32	19	20	81	7	3	66	27	7	79	9	0	3	7	5	8	3	0	0	0	0	0	0	3	12	10	10	23	12	0	10	0	0	0	0	15	89	15	15	44	9	0	18	18	7	10	0	0	0	0	0	0	0	0	6	5	0	0	5	7	40	37	8	36	11	0	29	0	0	0
ASV_0072	0	28	28	47	26	46	73	0	24	0	0	0	0	0	0	0	0	0	0	17	7	0	17	13	0	18	38	28	30	62	16	0	26	11	11	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	0	43	11	0	20	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	6	38	52	10	22	66	20	0	69	0	0	0
ASV_0073	0	0	0	0	2	0	0	0	0	0	23	73	20	2	6	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	15	4	0	7	0	9	19	0	9	26	22	22	24	28	0	0	0	0	0	0	0	0	0	0	0	0	24	102	39	9	92	31	11	22	18	29	98	20	6	11	10	7	10	13	0	36	20	0	28	18	0	0	4	0	0	0	0	5	0	0	0
ASV_0074	0	13	17	37	34	37	50	26	0	18	0	11	10	0	9	0	0	0	0	0	10	10	14	0	11	0	0	0	8	0	0	0	31	26	15	12	12	17	16	17	17	0	18	0	15	0	0	0	0	55	25	26	78	51	81	0	0	0	0	0	0	8	0	0	10	0	14	0	0	10	0	0	0	0	0	0	0	0	0	0	13	28	14	12	19	0	0	27	0	0	0	0	0	0	0	0
ASV_0075	0	0	0	20	20	32	0	0	18	0	0	0	0	0	0	0	0	0	0	60	36	23	41	16	35	0	20	20	47	69	23	0	20	17	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	39	45	37	37	70	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	23	36	20	0	32	0	0	0
ASV_0076	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	98	105	134	43	56	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	63	57	54	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	25	0	34	0	0	0	0	0
ASV_0077	0	5	0	5	9	4	13	15	0	22	27	4	0	19	24	35	0	0	17	6	4	3	11	0	7	0	0	0	0	0	0	34	0	16	12	0	16	45	31	30	33	10	48	44	55	30	46	46	38	9	0	15	15	6	18	0	0	0	0	0	0	7	0	10	11	0	11	0	0	11	15	7	11	10	0	0	16	0	0	0	0	0	5	0	11	0	0	7	0	0	0	0	0	0	0	0
ASV_0078	0	11	13	41	11	43	22	0	0	0	0	56	20	0	18	9	0	0	0	27	53	23	21	0	23	9	34	16	0	132	18	0	111	52	0	120	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0
ASV_0079	0	0	0	0	0	0	0	0	0	0	0	46	0	0	67	54	0	50	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	58	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	49	38	0	0	0	0	0	0	57	43	0	0	0	0	0	0	51	86	66	40	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0080	0	21	0	19	0	0	0	29	21	0	15	0	0	12	0	0	0	0	0	22	10	9	22	20	14	18	19	20	0	0	13	0	0	40	29	0	0	23	0	0	0	0	24	0	0	0	0	0	0	38	46	40	45	35	39	0	0	7	0	0	0	0	0	0	15	0	0	17	0	27	0	0	0	0	0	0	0	0	0	0	24	25	25	0	28	21	24	0	31	26	19	0	15	0	0	0
ASV_0081	0	22	13	20	15	7	21	9	37	18	0	0	0	2	0	0	0	0	0	27	16	23	34	22	19	12	0	12	15	0	6	47	0	16	5	4	11	0	0	0	0	0	0	0	0	0	0	0	0	8	6	11	3	0	15	0	0	6	4	0	0	35	9	34	30	0	16	29	23	23	0	0	0	0	0	0	0	0	0	19	9	20	14	0	0	55	26	8	29	22	42	0	0	0	0	0
ASV_0082	0	0	0	16	0	0	0	26	0	0	0	0	0	0	36	40	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	20	17	17	62	54	44	60	0	41	18	40	25	43	36	54	0	0	0	20	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	35	34	25	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0083	0	48	0	61	42	25	46	57	0	64	0	0	46	56	0	0	0	0	0	65	18	44	60	23	53	0	0	0	23	0	0	0	0	0	39	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	10	0	12	0	0	0	0	0
ASV_0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	65	0	17	157	36	0	11	0	0	0	0	0	0	0	0	358	21	0	141	13	0	0	0	0	34	0	0	0	0	0	0
ASV_0085	0	23	0	16	16	8	19	4	43	8	0	0	0	0	0	0	0	0	0	8	9	4	14	19	5	17	3	11	24	0	0	0	0	40	30	9	28	5	0	0	0	0	7	0	0	0	0	0	0	31	20	20	16	25	25	0	0	28	19	68	0	2	0	7	0	0	0	11	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	43	3	56	40	48	0	0	0	0	0
ASV_0086	0	0	0	0	24	23	0	11	0	16	21	23	22	13	21	17	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	14	28	26	30	26	65	26	47	41	51	34	67	42	62	11	6	0	18	0	20	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	29	0	13	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0087	0	22	15	23	10	39	14	12	0	10	13	84	27	8	23	13	0	0	0	0	6	9	9	27	7	3	0	0	0	10	7	0	68	39	26	88	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	8	7	0	0	7	0	0	0	0	0	22	12	0	16	0	12	14	9	0	0	0	0	0	0	0	0	0	8	0	14	11	20	0	0	0	55	0	0	0	0	47	0	0	0
ASV_0088	0	0	21	0	8	14	17	16	0	17	0	3	0	0	0	0	0	0	0	21	0	21	22	0	12	0	0	28	39	21	22	0	11	15	12	13	11	0	7	0	0	0	0	0	0	0	0	0	0	17	25	0	24	27	32	0	29	22	19	83	21	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	19	18	13	10	21	22	0	50	0	19	19	0	0	0	0	0
ASV_0089	0	9	4	20	6	6	17	16	0	20	7	0	0	0	0	0	0	0	0	5	5	0	6	0	0	132	98	122	204	43	42	0	0	0	4	0	4	4	4	7	0	0	7	6	6	4	0	3	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_0090	0	22	31	48	32	16	24	27	0	44	15	0	15	0	0	0	0	0	0	50	8	29	59	7	28	24	0	33	18	0	15	0	0	24	19	0	25	0	0	0	0	0	0	0	0	0	0	0	0	30	19	19	28	21	43	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0	0	0	0	21	0	0	18	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_0091	0	17	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	31	19	31	42	30	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	78	59	0	77	0	0	15	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	33	16	37	21	12	35	46	25	0	50	16	40	0	0	0	0	0
ASV_0092	0	19	0	19	11	9	16	8	0	17	0	0	0	0	0	0	0	0	0	42	0	44	50	17	38	20	0	30	31	0	0	0	0	42	16	0	24	23	0	21	14	0	12	0	0	0	0	0	0	45	16	37	44	17	36	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	0	0	9	14	18	14	8	19	20	0	0	0	0	0	0	0	0	0	0
ASV_0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	50	0	0	33	17	35	150	32	51	84	77	76	137	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0094	0	0	5	5	0	11	0	10	0	0	23	30	28	0	30	15	22	36	16	6	0	0	13	0	0	0	0	0	0	8	0	9	47	28	18	47	13	19	0	15	24	42	26	13	26	34	0	20	32	8	0	0	0	9	0	0	0	0	0	0	0	0	13	0	0	0	0	0	19	0	25	17	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV_0095	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	79	52	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	52	28	0	0	0	0	0	0	0	38	33	0	43	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	41	40	50	26	40	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0096	0	49	0	0	0	25	0	45	0	0	38	0	26	0	0	0	0	5	0	52	0	0	42	11	37	0	0	0	0	29	0	0	0	43	0	0	0	27	30	0	0	0	0	0	0	30	23	0	25	0	11	0	0	0	0	0	0	0	0	0	0	45	19	28	0	0	0	23	33	0	0	0	0	0	0	0	0	0	0	18	0	35	37	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_0097	0	0	20	0	25	17	0	0	0	36	0	19	15	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	27	15	0	0	0	0	0	25	0	0	29	39	36	37	0	28	28	21	0	25	27	0	0	0	0	0	0	0	0	0	0	0	0	10	13	22	0	0	17	0	34	0	15	14	18	15	0	17	14	0	15	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
ASV_0098	0	0	0	19	11	8	12	0	0	0	0	0	0	0	0	30	0	0	0	10	0	5	5	0	0	2	0	5	0	3	0	0	0	30	19	0	23	27	27	40	57	12	29	33	46	26	28	16	26	20	0	12	25	13	25	0	0	0	0	0	0	0	0	14	11	0	10	9	0	5	0	0	14	0	0	0	0	0	0	11	3	20	9	0	8	0	0	8	0	0	0	0	0	0	0	0
ASV_0099	0	0	0	0	0	0	0	6	0	10	27	2	11	37	28	39	27	8	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	6	59	21	23	28	10	34	29	37	29	31	27	41	4	0	4	6	0	0	0	0	0	0	0	0	4	0	7	3	0	10	0	0	7	19	0	21	13	7	15	24	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0100	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	22	31	6	20	26	22	17	11	0	18	0	0	0	0	0	0	21	13	29	16	7	26	100	82	0	59	9	73	0	55	0	0	0
ASV_0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	755	0
ASV_0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	73	12	0	53	17	36	61	47	42	129	22	16	19	25	24	43	22	7	30	9	13	26	14	0	0	0	0	0	0	0	0	0	0	0
ASV_0103	0	9	0	0	0	0	0	14	0	16	46	22	18	20	35	39	0	7	5	9	0	0	0	0	4	0	0	0	0	0	0	0	0	8	7	15	10	23	14	15	27	23	19	26	28	24	39	13	26	0	6	0	0	0	4	0	0	0	0	0	0	6	12	9	8	0	0	0	0	8	12	6	7	0	0	0	5	0	0	13	8	9	6	5	12	0	0	24	0	0	0	0	0	0	0	0
ASV_0104	0	12	5	10	7	0	5	22	0	18	73	100	49	28	48	42	0	5	11	7	0	0	2	0	0	0	0	0	0	2	5	0	0	0	0	2	0	3	0	6	0	4	0	0	3	0	0	5	3	9	9	7	11	11	7	0	0	0	0	0	0	0	0	5	0	6	0	0	4	0	5	0	0	0	0	0	0	0	0	16	7	18	13	10	10	0	0	75	0	0	0	0	0	0	0	0
